4,68,8,68,124,1000000
5,68,9,68,124,1000000
6,70,9,70,124,1000000
7,71,50,71,124,1000000
3,67,7,67,124,1000000
3,67,9,67,124,1000000
3,67,53,67,124,1000000
4,67,4,67,124,1000000
4,68,7,68,124,1000000
4,68,50,68,124,1000000
4,68,2,68,124,1000000
5,68,49,68,124,1000000
7,70,7,70,124,1000000
7,70,5,70,124,1000000
8,70,2,70,124,1000000
8,70,53,70,124,1000000
8,71,7,71,124,1000000
8,71,6,71,124,1000000
8,71,2,71,124,1000000
3,67,3,67,124,100000000
4,67,1,67,124,100000000
5,68,51,68,124,100000000
6,70,53,70,124,100000000
7,70,50,70,124,100000000
7,71,53,71,124,100000000
7,71,51,71,124,100000000
4,67,7,67,124,100000000
4,67,51,67,124,100000000
6,70,7,70,124,100000000
6,70,5,70,124,100000000
7,71,1,71,124,100000000
6,71,54,71,124,100000000
6,71,1,71,124,100000000
3,67,6,67,124,100000000
5,68,54,68,124,100000000
6,70,8,70,124,100000000
6,70,4,70,124,100000000
6,71,49,71,124,100000000
5,68,50,68,124,100000000
5,68,4,68,124,100000000
6,68,50,68,124,100000000
6,68,53,68,124,100000000
6,70,50,70,124,100000000
7,70,2,70,124,100000000
7,70,4,70,124,100000000
6,71,2,71,124,100000000
4,67,6,67,124,100000000
7,70,53,70,124,100000000
7,70,6,70,124,100000000
7,71,7,71,124,100000000
7,71,6,71,124,100000000
7,71,2,71,124,100000000
7,71,5,71,124,100000000
3,67,52,67,124,100000000
3,67,4,67,124,100000000
4,68,52,68,124,100000000
4,68,54,68,124,100000000
7,70,52,70,124,100000000
6,71,50,71,124,100000000
7,71,52,71,124,100000000
6,71,6,71,124,100000000
4,67,9,67,124,2147483646
3,68,49,68,124,2147483646
3,68,2,68,124,2147483646
3,68,7,68,124,2147483646
6,70,49,70,124,2147483646
6,70,2,70,124,2147483646
5,70,5,70,124,2147483646
5,70,53,70,124,2147483646
7,71,49,71,124,2147483646
7,71,4,71,124,2147483646
6,71,52,71,124,2147483646
6,71,51,71,124,2147483646
6,71,53,71,124,2147483646
2,67,9,67,124,2147483646
3,67,6,67,40,1000000
4,67,49,67,40,1000000
4,68,49,68,40,1000000
4,68,53,68,40,1000000
4,68,52,68,40,1000000
5,68,50,68,40,1000000
6,70,8,70,40,1000000
6,70,52,70,40,1000000
6,70,53,70,40,1000000
5,70,51,70,40,1000000
7,71,4,71,40,1000000
7,71,53,71,40,1000000
7,71,51,71,40,1000000
3,67,1,67,40,1000000
3,67,2,67,40,1000000
3,67,5,67,40,1000000
4,67,54,67,40,1000000
4,67,2,67,40,1000000
4,68,8,68,40,1000000
4,68,7,68,40,1000000
5,68,4,68,40,1000000
6,70,1,70,40,1000000
6,70,51,70,40,1000000
7,71,1,71,40,1000000
7,71,52,71,40,1000000
7,71,50,71,40,1000000
3,67,9,67,40,1000000
3,67,53,67,40,1000000
3,67,7,67,40,1000000
3,67,4,67,40,1000000
4,67,7,67,40,1000000
4,68,9,68,40,1000000
4,68,3,68,40,1000000
4,68,1,68,40,1000000
5,68,5,68,40,1000000
5,68,3,68,40,1000000
7,70,9,70,40,1000000
7,70,7,70,40,1000000
7,70,54,70,40,1000000
7,70,50,70,40,1000000
7,70,3,70,40,1000000
7,71,9,71,40,1000000
3,67,49,67,52,1000000
3,67,49,67,64,1000000
3,67,53,67,64,1000000
3,67,50,67,64,1000000
3,67,52,67,64,1000000
4,67,52,67,64,1000000
4,68,49,68,64,1000000
4,68,2,68,64,1000000
4,68,7,68,64,1000000
5,68,50,68,64,1000000
5,68,3,68,64,1000000
6,70,1,70,64,1000000
6,70,53,70,64,1000000
7,70,50,70,64,1000000
7,71,49,71,64,1000000
6,71,5,71,64,1000000
6,71,51,71,64,1000000
4,67,8,67,88,1000000
4,67,51,67,88,1000000
4,68,53,68,88,1000000
4,68,52,68,88,1000000
5,68,4,68,88,1000000
6,70,49,70,88,1000000
7,70,8,70,88,1000000
7,70,52,70,88,1000000
7,70,3,70,88,1000000
7,71,49,71,88,1000000
7,71,4,71,88,1000000
6,71,9,71,88,1000000
3,67,1,67,88,1000000
3,67,49,67,88,1000000
4,67,2,67,88,1000000
4,67,7,67,88,1000000
4,67,54,67,88,1000000
5,68,1,68,88,1000000
5,68,8,68,88,1000000
5,68,50,68,88,1000000
5,68,52,68,88,1000000
6,68,3,68,88,1000000
6,70,1,70,88,1000000
6,70,52,70,88,1000000
6,70,51,70,88,1000000
7,70,49,70,88,1000000
6,70,2,70,88,1000000
7,71,1,71,88,1000000
6,71,52,71,88,1000000
6,71,6,71,88,1000000
6,71,51,71,88,1000000
7,71,54,71,88,1000000
3,67,9,67,88,1000000
3,67,53,67,88,1000000
4,67,52,67,88,1000000
4,67,1,67,88,1000000
4,68,9,68,88,1000000
4,68,49,68,88,1000000
4,68,2,68,88,1000000
5,68,6,68,88,1000000
5,68,49,68,88,1000000
6,70,9,70,88,1000000
6,70,3,70,88,1000000
7,70,9,70,88,1000000
7,71,9,71,88,1000000
7,71,53,71,88,1000000
6,71,53,71,88,1000000
6,71,49,71,88,1000000
6,71,50,71,88,1000000
4,67,51,67,40,100000000
4,67,4,67,40,100000000
4,67,50,67,40,100000000
5,67,50,67,40,100000000
5,68,1,68,40,100000000
5,68,7,68,40,100000000
6,70,6,70,40,100000000
6,70,2,70,40,100000000
4,68,51,68,40,100000000
4,68,4,68,40,100000000
4,68,50,68,40,100000000
6,70,49,70,40,100000000
7,71,49,71,40,100000000
7,71,5,71,40,100000000
6,71,51,71,40,100000000
6,71,53,71,40,100000000
6,71,4,71,40,100000000
3,67,8,67,40,100000000
5,68,51,68,40,100000000
5,68,2,68,40,100000000
6,70,3,70,40,100000000
6,70,5,70,40,100000000
6,70,9,70,40,100000000
3,67,49,67,76,100000000
4,67,51,67,76,100000000
4,67,9,67,76,100000000
4,67,4,67,76,100000000
4,67,50,67,76,100000000
4,68,51,68,76,100000000
4,68,2,68,76,100000000
4,68,5,68,76,100000000
5,68,5,68,76,100000000
6,70,49,70,76,100000000
6,70,1,70,76,100000000
6,70,6,70,76,100000000
6,70,9,70,76,100000000
6,70,54,70,76,100000000
7,71,4,71,76,100000000
7,71,52,71,76,100000000
6,71,51,71,76,100000000
3,67,1,67,76,100000000
3,67,50,67,76,100000000
3,67,9,67,76,100000000
3,67,3,67,76,100000000
4,67,53,67,76,100000000
5,68,1,68,76,100000000
6,68,52,68,76,100000000
6,68,54,68,76,100000000
6,68,2,68,76,100000000
6,68,53,68,76,100000000
6,70,3,70,76,100000000
6,70,53,70,76,100000000
3,67,49,67,40,2147483646
3,67,51,67,40,2147483646
4,67,6,67,40,2147483646
3,68,4,68,40,2147483646
3,68,6,68,40,2147483646
6,70,50,70,40,2147483646
3,67,3,67,64,2147483646
3,67,1,67,64,2147483646
4,67,8,67,64,2147483646
3,68,51,68,64,2147483646
3,68,6,68,64,2147483646
3,68,1,68,64,2147483646
6,70,49,70,64,2147483646
5,70,5,70,64,2147483646
3,67,52,67,76,2147483646
3,67,2,67,76,2147483646
4,67,5,67,76,2147483646
4,68,49,68,76,2147483646
4,68,54,68,76,2147483646
3,68,3,68,76,2147483646
3,68,6,68,76,2147483646
6,70,50,70,76,2147483646
5,70,7,70,76,2147483646
5,70,1,70,76,2147483646
7,71,49,71,76,2147483646
3,67,51,67,88,2147483646
4,67,6,67,88,2147483646
3,68,50,68,88,2147483646
3,68,8,68,88,2147483646
3,68,52,68,88,2147483646
